customerID,amount,date
1507,12917,07/01/2014
1514,25663,07/01/2014
1641,27083,07/01/2014
1836,26490,07/01/2014
1228,15861,07/01/2014
1066,23594,07/01/2014
1619,20775,07/01/2014
1095,29010,07/01/2014
1294,20344,07/01/2014
1080,16143,07/01/2014
1119,20938,07/01/2014
1743,21876,07/01/2014
1752,22945,07/01/2014
1625,18708,07/01/2014
1540,29386,07/01/2014
1456,25395,07/01/2014
1907,17702,07/01/2014
1163,24019,07/01/2014
1301,29058,07/01/2014
1823,27493,07/01/2014
1476,20231,07/01/2014
1645,23659,07/01/2014
1416,30731,07/01/2014
1949,19737,08/01/2014
1592,25967,08/01/2014
1688,27060,08/01/2014
1941,28453,08/01/2014
1969,31886,08/01/2014
1280,25503,08/01/2014
1810,29779,08/01/2014
1280,22856,08/01/2014
1787,25818,08/01/2014
1123,26800,08/01/2014
1943,31635,08/01/2014
1154,26734,08/01/2014
1242,24168,08/01/2014
1010,23234,08/01/2014
1826,30721,08/01/2014
1987,28979,08/01/2014
1501,26961,08/01/2014
1759,24367,08/01/2014
1579,22504,08/01/2014
1734,24688,09/01/2014
1758,29207,09/01/2014
1401,26280,09/01/2014
1861,24317,09/01/2014
1857,24875,09/01/2014
1912,19695,09/01/2014
1325,19475,09/01/2014
1550,19090,09/01/2014
1037,30742,09/01/2014
1048,25103,09/01/2014
1316,26894,09/01/2014
1154,29061,09/01/2014
1852,15329,09/01/2014
1819,30512,09/01/2014
1199,28189,09/01/2014
1967,26143,09/01/2014
1675,30343,09/01/2014
1929,25939,09/01/2014
1907,29856,09/01/2014
1133,29532,09/01/2014
1179,28253,09/01/2014
1408,16352,09/01/2014
1051,34688,09/01/2014
1772,23710,09/01/2014
1688,22548,10/01/2014
1986,21638,10/01/2014
1787,28313,10/01/2014
1649,28493,10/01/2014
1265,19486,10/01/2014
1881,25969,10/01/2014
1347,26719,10/01/2014
1656,26300,10/01/2014
1717,26501,10/01/2014
1442,19748,10/01/2014
1834,28290,10/01/2014
1548,26878,10/01/2014
1900,27336,10/01/2014
1936,25714,10/01/2014
1856,22619,10/01/2014
1286,26392,10/01/2014
1063,26362,10/01/2014
1141,12947,10/01/2014
1626,17708,10/01/2014
1651,26668,10/01/2014
1707,17319,10/01/2014
1706,11053,10/01/2014
1490,30123,10/01/2014
1276,26433,10/01/2014
1334,31385,10/01/2014
1849,25917,10/01/2014
1075,19578,10/01/2014
1244,25058,10/01/2014
1588,30183,10/01/2014
1975,19585,10/01/2014
1963,14951,10/01/2014
1463,24937,10/01/2014
1230,25951,11/01/2014
1190,32341,11/01/2014
1244,22221,11/01/2014
1455,31627,11/01/2014
1198,18452,11/01/2014
1399,29184,11/01/2014
1691,21206,11/01/2014
1915,19956,11/01/2014
1583,30712,11/01/2014
1953,23012,11/01/2014
1241,25066,11/01/2014
1633,34031,11/01/2014
1927,14963,11/01/2014
1231,23465,11/01/2014
1948,27564,11/01/2014
1045,12893,11/01/2014
1864,22852,11/01/2014
1427,24950,11/01/2014
1378,26773,11/01/2014
1210,19858,11/01/2014
1247,32184,11/01/2014
1278,19722,11/01/2014
1985,24734,11/01/2014
1009,21473,11/01/2014
1909,22803,11/01/2014
1496,20676,11/01/2014
1329,25983,11/01/2014
1748,29117,11/01/2014
1049,24353,11/01/2014
1548,26762,11/01/2014
1261,23828,12/01/2014
1735,25812,12/01/2014
1619,23540,12/01/2014
1355,21068,12/01/2014
1265,31563,12/01/2014
1666,14816,12/01/2014
1214,24440,12/01/2014
1976,25733,12/01/2014
1463,35830,12/01/2014
1696,31202,12/01/2014
1910,27953,12/01/2014
1286,18706,12/01/2014
1400,27016,12/01/2014
1536,26561,12/01/2014
1416,26328,12/01/2014
1190,28216,12/01/2014
1103,24714,12/01/2014
1673,24671,12/01/2014
1405,19286,12/01/2014
1627,16122,12/01/2014
1237,16999,12/01/2014
1046,34632,12/01/2014
1290,21431,12/01/2014
1668,15878,12/01/2014
1660,16970,12/01/2014
1221,22111,12/01/2014
1792,31259,12/01/2014
1784,19893,12/01/2014
1482,29746,12/01/2014
1991,33355,12/01/2014
1637,31987,12/01/2014
1802,16569,13/01/2014
1822,25559,13/01/2014
1083,27775,13/01/2014
1724,16531,13/01/2014
1585,25389,13/01/2014
1297,29594,13/01/2014
1681,34120,13/01/2014
1996,20303,13/01/2014
1207,25027,13/01/2014
1885,29834,13/01/2014
1930,19176,13/01/2014
1191,29357,13/01/2014
1955,31617,13/01/2014
1500,21138,13/01/2014
1542,23794,13/01/2014
1587,16867,13/01/2014
1873,22264,13/01/2014
1145,22525,14/01/2014
1803,31454,14/01/2014
1653,21442,14/01/2014
1820,28867,14/01/2014
1113,22849,14/01/2014
1281,23459,14/01/2014
1297,27186,14/01/2014
1596,32783,14/01/2014
1592,21013,14/01/2014
1614,15515,14/01/2014
1047,33403,14/01/2014
1522,24710,14/01/2014
1196,25983,14/01/2014
1159,17184,14/01/2014
1053,27173,14/01/2014
1578,25660,14/01/2014
1155,31466,14/01/2014
1532,26375,14/01/2014
1745,29823,14/01/2014
1483,15405,14/01/2014
1260,25135,14/01/2014
1225,21028,14/01/2014
1211,24367,15/01/2014
1580,26294,15/01/2014
1650,34548,15/01/2014
1295,39530,15/01/2014
1078,24780,15/01/2014
1595,21166,15/01/2014
1746,31775,15/01/2014
1143,23109,15/01/2014
1599,22548,15/01/2014
1366,28982,15/01/2014
1106,25684,15/01/2014
1402,31417,15/01/2014
1668,24541,15/01/2014
1625,35115,15/01/2014
1249,16227,15/01/2014
1793,15718,15/01/2014
1223,21452,15/01/2014
1968,19282,15/01/2014
1970,28275,15/01/2014
1706,40409,15/01/2014
1372,22473,15/01/2014
1122,29078,15/01/2014
1478,29932,15/01/2014
1157,23839,15/01/2014
1817,25423,15/01/2014
1349,28342,15/01/2014
1705,28737,15/01/2014
1446,32823,15/01/2014
1217,19725,15/01/2014
1365,33222,15/01/2014
1169,27394,15/01/2014
1156,12576,15/01/2014
1057,29083,15/01/2014
1717,28694,16/01/2014
1970,27270,16/01/2014
1319,33385,16/01/2014
1502,27639,16/01/2014
1453,17525,16/01/2014
1645,24533,16/01/2014
1255,27212,16/01/2014
1889,33652,16/01/2014
1010,25584,16/01/2014
1742,15159,16/01/2014
1885,28517,16/01/2014
1899,18938,16/01/2014
1921,17048,16/01/2014
1531,29733,16/01/2014
1804,21752,16/01/2014
1744,25614,16/01/2014
1404,32982,16/01/2014
1888,25459,16/01/2014
1776,24074,16/01/2014
1903,26199,16/01/2014
1390,36566,16/01/2014
1058,28818,16/01/2014
1408,24085,16/01/2014
1515,25300,16/01/2014
1443,25107,16/01/2014
1435,16930,16/01/2014
1201,23832,16/01/2014
1744,16715,16/01/2014
1114,27723,16/01/2014
1421,23970,16/01/2014
1238,32804,16/01/2014
1001,23475,16/01/2014
1156,27251,16/01/2014
1529,30392,16/01/2014
1070,23789,16/01/2014
1095,25331,16/01/2014
1278,28886,16/01/2014
1432,21175,16/01/2014
1244,29197,16/01/2014
1214,13629,16/01/2014
1976,26666,16/01/2014
1277,14745,17/01/2014
1199,25507,17/01/2014
1429,26763,17/01/2014
1910,18025,17/01/2014
1020,25105,17/01/2014
1030,23895,17/01/2014
1037,26718,17/01/2014
1558,24528,17/01/2014
1591,24364,17/01/2014
1114,21752,17/01/2014
1858,19669,17/01/2014
1908,25379,17/01/2014
1330,25844,17/01/2014
1055,25057,17/01/2014
1813,24616,17/01/2014
1296,34444,17/01/2014
1029,18593,17/01/2014
1358,30532,17/01/2014
1855,24978,17/01/2014
1241,20610,17/01/2014
1021,27324,17/01/2014
1193,32487,17/01/2014
1078,25582,17/01/2014
1354,31762,17/01/2014
1906,24822,17/01/2014
1669,24865,18/01/2014
1467,23963,18/01/2014
1484,26108,18/01/2014
1539,26343,18/01/2014
1176,24262,18/01/2014
1518,25809,18/01/2014
1586,30471,18/01/2014
1523,32164,18/01/2014
1876,30901,18/01/2014
1801,16123,18/01/2014
1040,23232,18/01/2014
1952,25802,18/01/2014
1219,22279,18/01/2014
1746,25064,18/01/2014
1261,31429,18/01/2014
1285,26977,18/01/2014
1424,22667,18/01/2014
1668,33031,18/01/2014
1559,10510,18/01/2014
1661,33711,18/01/2014
1465,19851,18/01/2014
1096,36419,18/01/2014
1328,35430,19/01/2014
1589,28795,19/01/2014
1141,18698,19/01/2014
1737,29904,19/01/2014
1656,28094,19/01/2014
1196,24415,19/01/2014
1783,25869,19/01/2014
1282,18656,19/01/2014
1352,26218,19/01/2014
1170,21861,19/01/2014
1614,25460,19/01/2014
1607,24497,19/01/2014
1095,22035,19/01/2014
1473,29305,19/01/2014
1044,24448,19/01/2014
1012,28596,19/01/2014
1613,18778,19/01/2014
1854,32444,19/01/2014
1508,16251,19/01/2014
1427,28861,19/01/2014
1319,16671,19/01/2014
1004,14061,19/01/2014
1581,26885,19/01/2014
1438,23866,19/01/2014
1806,25308,19/01/2014
1133,24464,19/01/2014
1587,26801,19/01/2014
1035,28240,19/01/2014
1088,28515,20/01/2014
1444,22131,20/01/2014
1464,22870,20/01/2014
1551,29104,20/01/2014
1470,20774,20/01/2014
1623,31744,20/01/2014
1289,22659,20/01/2014
1171,31051,20/01/2014
1415,28124,20/01/2014
1802,22984,20/01/2014
1803,23186,20/01/2014
1759,31300,20/01/2014
1778,29877,20/01/2014
1298,26080,20/01/2014
1885,24881,20/01/2014
1236,19268,20/01/2014
1942,25052,20/01/2014
1899,21866,20/01/2014
1179,19726,20/01/2014
1876,24072,20/01/2014
1177,25351,20/01/2014
1510,31366,20/01/2014
1762,14745,20/01/2014
1156,17562,20/01/2014
1427,19588,20/01/2014
1976,27502,20/01/2014
1055,31551,20/01/2014
1102,31502,20/01/2014
1951,27706,20/01/2014
1907,26561,20/01/2014
1286,24867,20/01/2014
1978,24851,20/01/2014
1586,26723,20/01/2014
1551,22682,20/01/2014
1796,31522,21/01/2014
1428,21007,21/01/2014
1477,19313,21/01/2014
1550,33192,21/01/2014
1397,29929,21/01/2014
1593,25783,21/01/2014
1207,29782,21/01/2014
1519,30791,21/01/2014
1221,23447,21/01/2014
1467,25371,21/01/2014
1173,22092,21/01/2014
1988,29180,21/01/2014
1832,30012,21/01/2014
1558,29289,21/01/2014
1593,21519,21/01/2014
1221,23088,21/01/2014
1463,23703,21/01/2014
1528,29553,21/01/2014
1108,13817,21/01/2014
1880,13139,21/01/2014
1910,7383,21/01/2014
1924,32779,21/01/2014
1906,20844,21/01/2014
1676,20913,21/01/2014
1823,17719,21/01/2014
1755,27826,21/01/2014
1406,26183,21/01/2014
1130,29776,21/01/2014
1733,15438,22/01/2014
1837,24318,22/01/2014
1254,25001,22/01/2014
1558,18332,22/01/2014
1210,27186,22/01/2014
1264,30785,22/01/2014
1828,34326,22/01/2014
1429,24498,22/01/2014
1463,29813,22/01/2014
1783,30136,22/01/2014
1553,24178,22/01/2014
1689,25057,22/01/2014
1622,33387,22/01/2014
1410,23459,22/01/2014
1528,19256,22/01/2014
1381,18499,22/01/2014
1043,23595,22/01/2014
1135,23521,22/01/2014
1584,15353,22/01/2014
1130,22301,22/01/2014
1249,30163,22/01/2014
1520,31071,22/01/2014
1967,19329,22/01/2014
1883,19770,23/01/2014
1313,26693,23/01/2014
1895,26626,23/01/2014
1942,25800,23/01/2014
1118,24256,23/01/2014
1729,15190,23/01/2014
1446,27717,23/01/2014
1899,19527,23/01/2014
1406,29384,23/01/2014
1109,25910,23/01/2014
1322,29069,23/01/2014
1613,32488,23/01/2014
1563,29095,23/01/2014
1833,23972,23/01/2014
1444,30234,23/01/2014
1470,18894,23/01/2014
1886,20981,23/01/2014
1610,32137,23/01/2014
1017,25199,23/01/2014
1775,19418,23/01/2014
1032,32265,23/01/2014
1070,25170,23/01/2014
1877,23150,23/01/2014
1897,20162,24/01/2014
1729,25548,24/01/2014
1793,27140,24/01/2014
1101,23525,24/01/2014
1523,24709,24/01/2014
1319,23752,24/01/2014
1723,13056,24/01/2014
1260,22303,24/01/2014
1427,29199,24/01/2014
1245,20847,24/01/2014
1008,28751,24/01/2014
1808,22024,24/01/2014
1610,23082,24/01/2014
1685,18754,24/01/2014
1241,26987,24/01/2014
1960,28530,24/01/2014
1601,16878,24/01/2014
1537,32470,24/01/2014
1157,29919,24/01/2014
1294,29593,24/01/2014
1349,21015,24/01/2014
1202,24213,24/01/2014
1162,27351,24/01/2014
1862,26427,24/01/2014
1560,30226,24/01/2014
1826,17625,25/01/2014
1524,19500,25/01/2014
1995,28947,25/01/2014
1939,19473,25/01/2014
1191,32407,25/01/2014
1760,28553,25/01/2014
1664,33470,25/01/2014
1472,20678,25/01/2014
1045,19766,25/01/2014
1898,27982,25/01/2014
1345,25476,25/01/2014
1014,29282,25/01/2014
1282,27050,25/01/2014
1068,18698,25/01/2014
1381,26021,25/01/2014
1309,27853,25/01/2014
1470,28533,25/01/2014
1872,21234,25/01/2014
1674,29312,25/01/2014
1477,23137,25/01/2014
1243,24931,25/01/2014
1568,26619,25/01/2014
1787,34403,25/01/2014
1268,24076,25/01/2014
1972,19900,25/01/2014
1444,24622,25/01/2014
1631,40018,25/01/2014
1022,28696,25/01/2014
1443,27459,25/01/2014
1148,25379,25/01/2014
1596,32226,25/01/2014
1944,22368,25/01/2014
1684,19023,25/01/2014
1304,22652,26/01/2014
1615,29043,26/01/2014
1408,25440,26/01/2014
1978,19539,26/01/2014
1103,27710,26/01/2014
1055,30527,26/01/2014
1114,18556,26/01/2014
1934,19139,26/01/2014
1552,28248,26/01/2014
1945,23239,26/01/2014
1762,21812,26/01/2014
1461,31027,26/01/2014
1634,21329,26/01/2014
1629,30410,26/01/2014
1855,21167,26/01/2014
1485,18355,26/01/2014
1177,19495,26/01/2014
1889,21607,26/01/2014
1505,23915,26/01/2014
1886,26197,26/01/2014
1611,20823,26/01/2014
1272,25958,26/01/2014
1933,28668,26/01/2014
1878,25694,26/01/2014
1940,33905,26/01/2014
1824,25916,26/01/2014
1661,25672,26/01/2014
1130,13196,26/01/2014
1304,20356,26/01/2014
1665,20971,26/01/2014
1256,30244,26/01/2014
1526,30266,26/01/2014
1179,34740,27/01/2014
1607,35256,27/01/2014
1207,23526,27/01/2014
1202,29759,27/01/2014
1288,25161,27/01/2014
1028,16432,27/01/2014
1805,29199,27/01/2014
1711,32128,27/01/2014
1597,28383,27/01/2014
1382,26077,27/01/2014
1912,30251,27/01/2014
1312,17287,27/01/2014
1045,23702,27/01/2014
1672,25297,27/01/2014
1899,20940,27/01/2014
1636,22211,27/01/2014
1862,22857,27/01/2014
1401,28739,27/01/2014
1987,31131,27/01/2014
1772,23816,27/01/2014
1908,20201,27/01/2014
1890,30687,27/01/2014
1374,31223,27/01/2014
1809,23226,27/01/2014
1721,24280,27/01/2014
1718,26737,27/01/2014
1368,24521,27/01/2014
1400,23389,27/01/2014
1291,19221,27/01/2014
1391,23448,28/01/2014
1801,24491,28/01/2014
1627,23921,28/01/2014
1031,28249,28/01/2014
1562,27957,28/01/2014
1034,15289,28/01/2014
1085,27287,28/01/2014
1524,26481,28/01/2014
1722,23497,28/01/2014
1656,21072,28/01/2014
1648,30748,28/01/2014
1513,25552,28/01/2014
1574,18658,28/01/2014
1328,19171,28/01/2014
1543,24296,28/01/2014
1479,21783,28/01/2014
1093,25774,28/01/2014
1475,25684,28/01/2014
1767,32862,28/01/2014
1195,32560,28/01/2014
1894,24991,28/01/2014
1534,31395,28/01/2014
1900,24949,28/01/2014
1365,21277,28/01/2014
1898,25862,28/01/2014
1607,20022,28/01/2014
1299,19769,29/01/2014
1104,30576,29/01/2014
1519,27322,29/01/2014
1392,29236,29/01/2014
1307,22932,29/01/2014
1540,22655,29/01/2014
1883,18320,29/01/2014
1008,30674,29/01/2014
1372,18443,29/01/2014
1004,23268,29/01/2014
1626,25654,29/01/2014
1065,18280,29/01/2014
1553,24563,29/01/2014
1240,29580,29/01/2014
1988,18878,29/01/2014
1541,21476,29/01/2014
1032,25910,29/01/2014
1449,24701,29/01/2014
1892,22976,29/01/2014
1082,27435,29/01/2014
1951,23395,29/01/2014
1117,33802,29/01/2014
1877,22045,29/01/2014
1945,17696,29/01/2014
1609,29950,29/01/2014
1977,23839,29/01/2014
1333,15955,29/01/2014
1503,17949,29/01/2014
1635,22171,29/01/2014
1833,17805,29/01/2014
1599,25047,29/01/2014
1210,24481,30/01/2014
1729,21600,30/01/2014
1635,19640,30/01/2014
1158,28890,30/01/2014
1457,24014,30/01/2014
1100,26502,30/01/2014
1007,27904,30/01/2014
1469,31229,30/01/2014
1201,22265,30/01/2014
1228,20006,30/01/2014
1516,22711,30/01/2014
1755,27915,30/01/2014
1826,34855,30/01/2014
1004,28275,30/01/2014
1374,31265,30/01/2014
1734,13931,30/01/2014
1511,22331,30/01/2014
1013,30844,30/01/2014
1770,16662,30/01/2014
1856,32432,30/01/2014
1717,22893,30/01/2014
1918,27095,30/01/2014
1384,22582,30/01/2014
1294,23109,30/01/2014
1743,27055,30/01/2014
1045,24869,30/01/2014
1516,26216,30/01/2014
1150,18977,30/01/2014
1593,26009,30/01/2014
1493,26055,30/01/2014
1390,17120,30/01/2014
1075,20541,30/01/2014
1122,17793,30/01/2014
1342,20723,31/01/2014
1040,13494,31/01/2014
1513,27442,31/01/2014
1125,29155,31/01/2014
1343,16638,31/01/2014
1529,26343,31/01/2014
1940,20485,31/01/2014
1836,29757,31/01/2014
1756,23330,31/01/2014
1338,27076,31/01/2014
1789,25065,31/01/2014
1194,31337,31/01/2014
1752,26342,31/01/2014
1639,25013,31/01/2014
1470,18053,31/01/2014
1144,26347,31/01/2014
1995,27629,31/01/2014
1706,24384,31/01/2014
1008,23325,31/01/2014
1102,27852,31/01/2014
1993,21130,31/01/2014
1895,33084,31/01/2014
1237,20248,31/01/2014
1126,31512,31/01/2014
1000,32193,31/01/2014
1867,23219,31/01/2014
1623,26422,31/01/2014
1145,23556,31/01/2014
1982,27091,31/01/2014
1536,25787,31/01/2014
1777,20607,31/01/2014
1079,18502,31/01/2014
1366,23733,31/01/2014
1673,23856,01/02/2014
1438,30650,01/02/2014
1388,18183,01/02/2014
1111,24553,01/02/2014
1809,25367,01/02/2014
1574,29137,01/02/2014
1316,14655,01/02/2014
1921,32337,01/02/2014
1666,26459,01/02/2014
1207,25629,01/02/2014
1158,27666,01/02/2014
1574,22830,01/02/2014
1438,29209,01/02/2014
1603,23047,01/02/2014
1199,30820,01/02/2014
1302,32307,01/02/2014
1715,21189,01/02/2014
1684,25485,01/02/2014
1703,21943,01/02/2014
1977,26204,01/02/2014
1928,24099,01/02/2014
1638,21354,01/02/2014
1469,28428,02/02/2014
1481,24601,02/02/2014
1918,22739,02/02/2014
1859,24324,02/02/2014
1812,35649,02/02/2014
1113,22337,02/02/2014
1775,23162,02/02/2014
1439,22169,02/02/2014
1191,25443,02/02/2014
1395,33796,02/02/2014
1090,37913,02/02/2014
1398,26745,02/02/2014
1280,24803,02/02/2014
1807,20891,02/02/2014
1270,34231,02/02/2014
1698,18256,02/02/2014
1131,17647,02/02/2014
1746,21187,02/02/2014
1124,33026,02/02/2014
1011,16370,02/02/2014
1078,23502,02/02/2014
1793,26983,02/02/2014
1459,25415,02/02/2014
1289,13501,02/02/2014
1944,22741,02/02/2014
1517,31727,03/02/2014
1870,19051,03/02/2014
1171,20358,03/02/2014
1793,19184,03/02/2014
1610,17694,03/02/2014
1994,17164,03/02/2014
1227,21523,03/02/2014
1042,20711,03/02/2014
1864,16039,03/02/2014
1431,23511,03/02/2014
1193,20132,03/02/2014
1965,26226,03/02/2014
1703,19778,03/02/2014
1206,33355,03/02/2014
1892,24225,03/02/2014
1365,24365,03/02/2014
1722,27058,03/02/2014
1225,26586,03/02/2014
1907,27518,03/02/2014
1147,25258,03/02/2014
1771,25845,03/02/2014
1592,26635,03/02/2014
1091,27576,03/02/2014
1299,29463,04/02/2014
1223,28062,04/02/2014
1212,24654,04/02/2014
1264,25831,04/02/2014
1635,19482,04/02/2014
1861,31259,04/02/2014
1710,21877,04/02/2014
1885,27657,04/02/2014
1727,22433,04/02/2014
1498,15910,04/02/2014
1097,22618,04/02/2014
1226,18743,04/02/2014
1657,29818,04/02/2014
1138,23305,04/02/2014
1183,17692,04/02/2014
1920,27970,04/02/2014
1769,25137,04/02/2014
1402,23278,04/02/2014
1381,35265,04/02/2014
1244,30579,04/02/2014
1060,23690,04/02/2014
1938,24836,04/02/2014
1041,20023,04/02/2014
1913,16751,04/02/2014
1197,28503,04/02/2014
1998,26004,04/02/2014
1938,25722,04/02/2014
1959,28397,04/02/2014
1645,15320,04/02/2014
1134,27070,05/02/2014
1638,19335,05/02/2014
1059,26258,05/02/2014
1029,22939,05/02/2014
1689,25554,05/02/2014
1061,29705,05/02/2014
1179,30957,05/02/2014
1840,20900,05/02/2014
1704,28732,05/02/2014
1490,29416,05/02/2014
1418,20071,05/02/2014
1258,19920,05/02/2014
1706,30121,05/02/2014
1761,30045,05/02/2014
1283,24772,05/02/2014
1474,35468,05/02/2014
1610,26397,05/02/2014
1260,25878,05/02/2014
1866,18902,05/02/2014
1102,34584,05/02/2014
1851,17179,05/02/2014
1803,25804,05/02/2014
1891,29278,05/02/2014
1978,22627,05/02/2014
1220,17119,05/02/2014
1354,16124,05/02/2014
1561,21743,05/02/2014
1166,15465,05/02/2014
1693,23262,05/02/2014
1464,23848,05/02/2014
1279,25930,05/02/2014
1236,20323,05/02/2014
1926,29719,06/02/2014
1674,27107,06/02/2014
1898,28895,06/02/2014
1674,27176,06/02/2014
1813,21168,06/02/2014
1750,26658,06/02/2014
1290,21775,06/02/2014
1805,24964,06/02/2014
1023,29108,06/02/2014
1933,26456,06/02/2014
1071,30884,06/02/2014
1730,25387,06/02/2014
1857,22641,06/02/2014
1152,33093,06/02/2014
1585,25232,06/02/2014
1075,22658,06/02/2014
1291,26337,06/02/2014
1105,22993,06/02/2014
1541,18284,06/02/2014
1515,24141,06/02/2014
1843,28512,06/02/2014
1625,13920,06/02/2014
1107,27212,06/02/2014
1013,17110,06/02/2014
1290,23250,06/02/2014
1635,31699,06/02/2014
1171,25357,06/02/2014
1006,30371,07/02/2014
1315,22025,07/02/2014
1683,23033,07/02/2014
1158,24778,07/02/2014
1084,19514,07/02/2014
1442,24802,07/02/2014
1598,27821,07/02/2014
1721,20274,07/02/2014
1629,28868,07/02/2014
1925,26416,07/02/2014
1557,22832,07/02/2014
1122,25758,07/02/2014
1278,20017,07/02/2014
1732,16696,07/02/2014
1367,31077,07/02/2014
1603,26868,07/02/2014
1844,22467,07/02/2014
1794,24883,07/02/2014
1089,33736,07/02/2014
1816,37500,07/02/2014
1997,34167,07/02/2014
1732,20503,07/02/2014
1094,25081,07/02/2014
1967,34744,07/02/2014
1064,20322,07/02/2014
1621,26940,07/02/2014
1836,16519,07/02/2014
1968,23978,08/02/2014
1654,29068,08/02/2014
1698,27281,08/02/2014
1525,18431,08/02/2014
1966,17995,08/02/2014
1227,27189,08/02/2014
1684,14218,08/02/2014
1717,33181,08/02/2014
